BusinessRegion,,Department,RetailNetwork,Level3,ЯК,Рейтинг ЯК,количество,2 ГИС,Рейтинг 2ГИС,количество,Гугл карты,Рейтинг ГК,,,,Рейтинг ЯК (свежий),оценки ЯК (свежий),отзывы ЯК (свежий),Рейтинг 2ГИС (свежий),оценки 2ГИС (свежий),отзывы 2ГИС (свежий)
Екатеринбург,Чураева К,Екатеринбург-16 Вильгельма де Геннина 37,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/sushi_master/240317072221/,"4,3",137,https://go.2gis.com/EcLTs,4,1162,https://maps.app.goo.gl/NM8GXDik8wo65oQy6,,,,,3,29,20,"3,9",38,34
Екатеринбург,Чураева К,Екатеринбург-21 Победы 102,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/profile/122801209729,,,https://go.2gis.com/ON6zS,5,9,,,,,,"4,4",28,28,"4,5",77,75
Екатеринбург,Чураева К,Екатеринбург Челюскинцев,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://go.2gis.com/ON6zS,,,https://go.2gis.com/8SSxx,,,,,,,,,,,"4,9",17,17
Екатеринбург,Чураева К,Екатеринбург-21 Победы 102,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/galereya_sushi/107647722666/,"4,4",28,https://go.2gis.com/kv30K,"4,5",75,,,,,,"4,4",28,28,"4,5",77,75
Екатеринбург,Чураева К,Екатеринбург-21 Победы 102,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLUBbYkT,,,https://go.2gis.com/7hK0D,4,26,,,,,,"4,4",28,28,"4,5",77,75
Екатеринбург,Чураева К,Екатеринбург-21 Победы 102,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/sushi_master/91890536073/,"4,9",109,https://go.2gis.com/Arbo0,4,1162,https://maps.app.goo.gl/BEaEd8x7N6SoiXwM7,,,,,"4,4",28,28,"4,5",77,75
Жуковский,,"Жуковский  Лацкова, 2, корп. 4",Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/124293713285/,"4,3",23,,,0,https://maps.app.goo.gl/Qmy23iC8BopoA32B8,5,,,,"4,3",30,26,,,0
Жуковский,,Жуковский Лацкова 2к4,Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/177787957421/,,,,,0,,,,,,5,,100,,,0
Заводоуковск,Юнусов В,Заводоуковск-01 Первомайская 9Б,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/org/sushi_master/28575074464/,"4,9",189,https://go.2gis.com/YaVkR,"4,6",188,https://maps.app.goo.gl/V4TAcVBAe8waBUj57,,,,,"4,9",328,189,"4,6",238,188
Заокский,,Заокский-01 Поленова 37,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/97038670607/,"4,4",49,https://2gis.ru/search/%D0%B7%D0%B0%D0%BE%D0%BA%D1%81%D0%BA%D0%B8%D0%B9%20%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80/firm/70000001103396094/37.39777%2C54.735849?m=37.397795%2C54.735822%2F17.29,5,16,https://maps.app.goo.gl/A4KwXY4U5VqxEAeq6,"3,7",,,,"4,5",69,54,5,17,16
Зеленоград,,Зеленоград-01 Новокрюковская 10,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/25899676745/,"4,7",1019,https://go.2gis.com/s1WaP,"4,5",142,https://maps.app.goo.gl/XRBnqLhSb1fR457W8,"4,4",,,,"4,7",1310,1028,"4,5",159,142
Ижевск,Юнусов В,Ижевск-03 Молодежная 107в,SPOKE Россия,,https://yandex.ru/maps/org/spoke/142230229297/,,,,,0,,,,,,5,194,171,"4,7",606,570
Ижевск,,Ижевск-03 Молодежная 107в,Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/3062874274/,,4,,,0,,,,,,5,194,171,"4,7",606,570
Ижевск,Юнусов В,Ижевск-03 Молодежная 107в,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/137019497219/,"3,7",4,,,0,,,,,,5,194,171,"4,7",606,570
Ижевск,,Ижевск-03 Молодежная 107в,Мир Суши Россия,,https://yandex.ru/maps/-/CLUBfIMV,,,https://2gis.ru/izhevsk/search/%D0%BC%D0%B8%D1%80%20%D1%81%D1%83%D1%88%D0%B8%20%D0%B8%D0%B6%D0%B5%D0%B2%D1%81%D0%BA/firm/70000001099112997/53.292631%2C56.854642/tab/reviews?m=53.292669%2C56.854617%2F17.21,"4,7",569,,,,,,5,194,171,"4,7",606,570
Иркутск,,Иркутск-03 Волжская 33,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/236534164588/,"3,7",9,https://2gis.ru/irkutsk/search/%D0%B8%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA%20%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80/firm/70000001095547421/104.321074%2C52.266004?m=104.321118%2C52.266015%2F17.37,"3,3",126,https://maps.app.goo.gl/SQ5yTFY8MHA23H5H8,,,,,"3,9",3,2,"3,2",14,13
Иркутск,,Иркутск-03 Волжская 33,Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/199576803402/,,,https://go.2gis.com/phSIL,"3,5",13,,,,,,"3,9",3,2,"3,2",14,13
Ишим,Чураева К,Ишим-01 Маркса 29,Галерея Суши Россия,Алексеева Яна РД,https://yandex.ru/maps/org/galereya_sushi/23536131840/,"3,8",4,https://2gis.ru/ishim/search/%D0%B3%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D1%8F%20%D1%81%D1%83%D1%88%D0%B8%20%D0%B8%D1%88%D0%B8%D0%BC/firm/70000001080453369/69.482295%2C56.110705?m=69.482341%2C56.110684%2F17.38,"4,9",25,,,,,,4,6,4,"4,9",28,24
Ишим,Чураева К,Ишим-01 Маркса 29,Мир Суши Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CLUFiSmP,,,-0,,,,,,,,4,6,4,"4,9",28,24
Ишим,Чураева К,Ишим-01 Маркса 29,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CLqUyTmh,"4,6",608,https://go.2gis.com/GztbM,"4,5",202,https://maps.app.goo.gl/F4M6WvUvuL2riiqk9,,,,,4,6,4,"4,9",28,24
Калининград,,Калининград-01 Красная 262,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/158502686176/,"4,3",37,https://go.2gis.com/iRv7c,"3,8",445,https://maps.app.goo.gl/Ldm5J9nA7ogA8X3L6,"3,1",,,,4,6,5,"4,4",40,38
Калининград,,"Калининград , Судостроительная 6/1",Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/8915975418/,"4,1",20,https://go.2gis.com/ZdcsN,"4,2",12,https://maps.app.goo.gl/1v8Xi7GftxUxymVw7,,,,,"4,1",29,23,"4,4",31,30
Калининград,,Калининград-01 Красная 262,Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/87016170292/,,,https://go.2gis.com/qLaA2,"2,3",9,,,,,,4,6,5,"4,4",40,38
Калининград,,"Калининград , Судостроительная 6/1",Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/182854625122/,,,https://go.2gis.com/zBSRo,,0,,,,,,"4,1",29,23,"4,4",31,30
Каменск-Уральский,Молодцов А,Каменск-Уральский-01 Победы 87а,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/galereya_sushi/61218863447/,"3,6",2,https://go.2gis.com/Ksiha,5,1,,,,,,"4,2",10,8,"4,5",45,44
Каменск-Уральский,Молодцов А,Каменск-Уральский-01 Победы 87а,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLUFyVMm,,,https://go.2gis.com/bqgdf,"4,5",44,,,,,,"4,2",10,8,"4,5",45,44
Каменск-Уральский,Молодцов А,Каменск-Уральский-01 Победы 87а,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLqUB0k0,"4,6",399,https://go.2gis.com/Ao5VO,"4,5",370,https://maps.app.goo.gl/SASQNzYviFXtoBeD9,,,,,"4,2",10,8,"4,5",45,44
Каменск-Уральский,Молодцов А,Каменск-Уральский-03 Алюминевая 75,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/galereya_sushi/167199680302/,,,https://go.2gis.com/UjI6m,"3,7",26,https://maps.app.goo.gl/MaaD6QcCvFfShkJ9A,,,,,"4,2",9,8,"4,5",36,35
Каменск-Уральский,Молодцов А,Каменск-Уральский-03 Алюминевая 75,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLUbMH7h,,,https://go.2gis.com/4tPxC,"4,6",35,https://maps.app.goo.gl/uZGxchBg6kkoRM9i9,,,,,"4,2",9,8,"4,5",36,35
Каменск-Уральский,Молодцов А,Каменск-Уральский-03 Алюминевая 75,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLqUBT-h,"4,7",518,https://go.2gis.com/VAjXr,"4,3",264,https://maps.app.goo.gl/h71ykfRXrX39MBzC9,,,,,"4,2",9,8,"4,5",36,35
Кемерово,Молодцов А,Кемерово-04 Строителей 42,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/spoke/223673131320/,,,https://go.2gis.com/eAEfD,5,9,,,,,,"4,6",423,319,"4,1",1214,1181
Кемерово,Молодцов А,Кемерово-05 Радищева 4,SPOKE Россия,,https://yandex.ru/maps/org/spoke/218592121295/?ll=86.085698%2C55.316431&z=16,,,,,0,,,,,,"4,2",13,12,4,95,91
Кемерово,Молодцов А,Кемерово-04 Строителей 42,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/galereya_sushi/23544698216/,,,https://go.2gis.com/QzgxR,"4,4",80,,,,,,"4,6",423,319,"4,1",1214,1181
Кемерово,Молодцов А,Кемерово-04 Строителей 42,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLUbY06X,,,https://go.2gis.com/u8cuR,"3,4",64,,,,,,"4,6",423,319,"4,1",1214,1181
Кемерово,Молодцов А,Кемерово-04 Строителей 42,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLrQjI~c,"4,6",319,https://go.2gis.com/lHZj2,"4,1",1179,https://maps.app.goo.gl/2Fucff9iPVQ7AXNt7,,,,,"4,6",423,319,"4,1",1214,1181
Кемерово,Молодцов А,Кемерово-05 Радищева 4,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/galereya_sushi/118339353187/,,,https://go.2gis.com/MJQeT,"4,6",54,,,,,,"4,2",13,12,4,95,91
Кемерово,Молодцов А,Кемерово-05 Радищева 4,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLUb4YyI,,,https://go.2gis.com/qvZz6,4,91,,,,,,"4,2",13,12,4,95,91
Кемерово,Молодцов А,Кемерово-05 Радищева 4,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLqUJEPM,"4,5",323,https://go.2gis.com/hoD43,4,840,https://maps.app.goo.gl/aAPntmp9XzNgmyBP7,,,,,"4,2",13,12,4,95,91
Кемерово,Молодцов А,Кемерово-10 проспект Шахтеров 58А,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/profile/20558771405,,,https://go.2gis.com/gJxiM,5,9,,,,,,"4,4",56,39,4,,96
Кемерово,Молодцов А,Кемерово-10 проспект Шахтеров 58А,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/galereya_sushi/177701888580/,,,https://go.2gis.com/sLY3L,"3,5",84,,,,,,"4,4",56,39,4,,96
Кемерово,Молодцов А,Кемерово-10 проспект Шахтеров 58А,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLUbiBYy,,,https://go.2gis.com/X0Nyt,4,96,,,,,,"4,4",56,39,4,,96
Кемерово,Молодцов А,Кемерово-10 проспект Шахтеров 58А,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLqUJJ8b,"4,5",185,https://go.2gis.com/AYkkH,"4,1",686,https://maps.app.goo.gl/XyDtSqo47PGi7gBA6,,,,,"4,4",56,39,4,,96
Киров,,Киров-01 Челюскинцев 7,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/243355073174/,"4,6",149,https://2gis.ru/kirov/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%20%D0%9A%D0%B8%D1%80%D0%BE%D0%B2-01%20%D0%A1%D1%83%D1%80%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0%2018%20%D0%BF%D0%BE%D0%BC.%201004/firm/70000001037076782/49.638516%2C58.586218?m=49.638489%2C58.58623%2F17.28,,0,https://maps.app.goo.gl/gu768poA7vjhmedK9,"4,4",,,,"4,6",189,151,"4,3",593,576
Киров,,Киров-01 Челюскинцев д.7 пом.1004,Мир Суши Россия,,https://yandex.ru/maps/org/mir_sushi/133862557128/,,,https://2gis.ru/kirov/search/%D0%BA%D0%B8%D1%80%D0%BE%D0%B2%20%D0%BC%D0%B8%D1%80%20%D1%81%D1%83%D1%88%D0%B8/firm/70000001113058943/49.64027%2C58.578333?m=49.64027%2C58.578333%2F15.54,1,4,Сурикова открыт,,,,,1,,151,1,,4
Киров,,Киров-01 Челюскинцев 7,Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/56547678327/,,,https://2gis.ru/kirov/search/%D0%BA%D0%B8%D1%80%D0%BE%D0%B2%20%D0%B3%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D1%8F%20%D1%81%D1%83%D1%88%D0%B8/firm/70000001113012364/49.640056%2C58.578333?m=49.640019%2C58.578353%2F17.14,3,2,,,,,,"4,6",189,151,"4,3",593,576
Когалым,Молодцов А,Когалым-01 Мира 2,Галерея Суши Россия,Покатова Лариса РД,https://yandex.ru/maps/org/galereya_sushi/91308536667/,,,https://go.2gis.com/ZqdBg,"4,6",38,,,,,,"4,4",426,256,"4,3",280,262
Когалым,Молодцов А,Когалым-01 Мира 2,Мир Суши Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLUbiHPE,,,https://go.2gis.com/BBToR,"4,9",20,,,,,,"4,4",426,256,"4,3",280,262
Когалым,Молодцов А,Когалым-01 Мира 2,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLqUNS0n,"4,4",255,https://go.2gis.com/AmuNB,"4,3",262,https://maps.app.goo.gl/9yHsL9GVKy86NLok7,,,,,"4,4",426,256,"4,3",280,262
Коломна,,"Коломна улица Фрунзе, 46Б",Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/111437409620/,"4,3",32,https://go.2gis.com/4ZG8q,5,17,https://maps.app.goo.gl/HGHoVsmLJ6iHkahv9,5,,,,"4,3",36,33,5,17,17
Комсомольск-на-Амуре,Чураева К,Комсомольск-на-Амуре-02 Мира 47,SPOKE Россия,Попова Светлана РД,https://yandex.ru/maps/org/spoke/95417437202/?ll=137.016212%2C50.553254&z=16,,,https://go.2gis.com/D0Toe,"3,7",3,,,,,,"4,3",6,6,"2,5",11,9
Комсомольск-на-Амуре,Чураева К,Комсомольск-на-Амуре-02 Мира 47,Галерея Суши Россия,Попова Светлана РД,https://yandex.by/maps/-/CLbzRCzZ,,,https://go.2gis.com/uxlw4,"4,6",65,,,,,,"4,3",6,6,"2,5",11,9
Комсомольск-на-Амуре,Чураева К,Комсомольск-на-Амуре-02 Мира 47,Мир Суши Россия,Попова Светлана РД,https://yandex.ru/maps/-/CLUbmWKR,,,https://go.2gis.com/fG5ck,"2,5",9,,,,,,"4,3",6,6,"2,5",11,9
Комсомольск-на-Амуре,Чураева К,Комсомольск-на-Амуре-02 Мира 47,Суши Мастер Россия,Попова Светлана РД,https://yandex.ru/maps/-/CLqURIZm,"4,6",412,https://go.2gis.com/q1Evm,5,3,https://maps.app.goo.gl/MKQ4smSWUnTbJNMU9,,,,,"4,3",6,6,"2,5",11,9
Комсомольск-на-Амуре,Чураева К,Комсомольск-на-Амуре-03 Лазо 7,SPOKE Россия,Попова Светлана РД,https://yandex.ru/maps/org/spoke/78335992610/?ll=137.065611%2C50.593585&z=16,,,https://go.2gis.com/gkKu4,"2,5",5,,,,,,"3,9",7,4,"4,1",63,59
Комсомольск-на-Амуре,Чураева К,Комсомольск-на-Амуре-03 Лазо 7,Галерея Суши Россия,Попова Светлана РД,https://yandex.by/maps/-/CLbzRO~b,,,https://go.2gis.com/C0VX9,4,59,,,,,,"3,9",7,4,"4,1",63,59
Комсомольск-на-Амуре,Чураева К,Комсомольск-на-Амуре-03 Лазо 7,Мир Суши Россия,Попова Светлана РД,https://yandex.ru/maps/-/CLUbqYz8,,,https://go.2gis.com/XC45B,"3,1",7,,,,,,"3,9",7,4,"4,1",63,59
Комсомольск-на-Амуре,Чураева К,Комсомольск-на-Амуре-03 Лазо 7,Суши Мастер Россия,Попова Светлана РД,https://yandex.ru/maps/-/CLqURSyf,"4,4",66,https://go.2gis.com/clfCL,"3,9",807,https://maps.app.goo.gl/ygS7nJDc4PUWBKvg9,,,,,"3,9",7,4,"4,1",63,59
Комсомольск-на-Амуре,Чураева К,Комсомольск-на-Амуре-04 ул Вокзальная 91,SPOKE Россия,Попова Светлана РД,https://yandex.ru/maps/org/spoke/176654188804/?ll=136.970093%2C50.543976&z=16,,,https://2gis.ru/komsomolsk-on-amur/search/%D0%A1%D0%BF%D0%BE%D0%BA%D0%B5%20%D0%9A%D0%BE%D0%BC%D1%81%D0%BE%D0%BC%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%20%D0%BD%D0%B0%20%D0%90%D0%BC%D1%83%D1%80%D0%B5/firm/70000001102955329/136.970287%2C50.544196?m=136.970287%2C50.544196%2F13.41,"3,7",3,,,,,,"4,4",89,66,"3,8",663,618
Комсомольск-на-Амуре,Чураева К,Комсомольск-на-Амуре-04 ул Вокзальная 91,Галерея Суши Россия,Попова Светлана РД,https://yandex.by/maps/-/CLbzRHzv,,,https://go.2gis.com/X4NbD,"4,5",72,,,,,,"4,4",89,66,"3,8",663,618
